대여대여소번호,반납대여소번호,대여,반납,총대여,총반납,차이,총차이,ScoreMag,ScoreRatio,lent_stationName,return_stationName,url
300,310,162,67,6116,5344,95,772,1,0.414847162,정동사거리,청계광장 옆,http://map.daum.net/?sName=정동사거리 대여소&eName=청계광장 옆 대여소&target=bicycle
303,310,89,147,8375,7554,-58,821,1,0.245762712,광화문역 1번출구 앞,청계광장 옆,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=청계광장 옆 대여소&target=bicycle
207,225,43,160,48130,45467,-117,2663,2,0.57635468,여의나루역 1번출구 앞,앙카라공원 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=앙카라공원 앞 대여소&target=bicycle
224,225,71,169,8285,7962,-98,323,1,0.408333333,롯데캐슬 앞,앙카라공원 앞,http://map.daum.net/?sName=롯데캐슬 앞 대여소&eName=앙카라공원 앞 대여소&target=bicycle
221,225,283,515,7796,8567,-232,-771,4,0.290726817,여의도초교 앞,앙카라공원 앞,http://map.daum.net/?sName=여의도초교 앞 대여소&eName=앙카라공원 앞 대여소&target=bicycle
223,225,341,649,6759,6451,-308,308,6,0.311111111,진주아파트상가 앞,앙카라공원 앞,http://map.daum.net/?sName=진주아파트상가 앞 대여소&eName=앙카라공원 앞 대여소&target=bicycle
207,2102,78,190,48130,45467,-112,2663,2,0.417910448,여의나루역 1번출구 앞,봉림교 교통섬,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=봉림교 교통섬 대여소&target=bicycle
1955,2102,256,154,8237,8018,102,219,2,0.248780488,디지털입구 교차로,봉림교 교통섬,http://map.daum.net/?sName=디지털입구 교차로 대여소&eName=봉림교 교통섬 대여소&target=bicycle
207,2214,147,61,48130,45467,86,2663,1,0.413461538,여의나루역 1번출구 앞,신반포역 2번출구 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=신반포역 2번출구 앞 대여소&target=bicycle
207,249,764,343,48130,45467,421,2663,8,0.380307136,여의나루역 1번출구 앞,여의도중학교 옆,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=여의도중학교 옆 대여소&target=bicycle
215,249,140,61,5285,6023,79,-738,1,0.393034826,여의도고교 앞,여의도중학교 옆,http://map.daum.net/?sName=여의도고교 앞 대여소&eName=여의도중학교 옆 대여소&target=bicycle
2219,249,174,79,26414,27015,95,-601,1,0.375494071,"고속터미널역 8-1번, 8-2번 출구 사이",여의도중학교 옆,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=여의도중학교 옆 대여소&target=bicycle"
207,220,94,209,48130,45467,-115,2663,2,0.379537954,여의나루역 1번출구 앞,미성아파트 A동 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=미성아파트 A동 앞 대여소&target=bicycle
215,220,65,165,5285,6023,-100,-738,2,0.434782609,여의도고교 앞,미성아파트 A동 앞,http://map.daum.net/?sName=여의도고교 앞 대여소&eName=미성아파트 A동 앞 대여소&target=bicycle
207,218,477,228,48130,45467,249,2663,4,0.353191489,여의나루역 1번출구 앞,증권거래소 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=증권거래소 앞 대여소&target=bicycle
211,218,267,465,12700,11273,-198,1427,3,0.270491803,여의도역 4번출구 옆,증권거래소 앞,http://map.daum.net/?sName=여의도역 4번출구 옆 대여소&eName=증권거래소 앞 대여소&target=bicycle
207,2217,148,89,48130,45467,59,2663,1,0.248945148,여의나루역 1번출구 앞,아크로리버뷰 부지 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=아크로리버뷰 부지 앞 대여소&target=bicycle
207,825,175,109,48130,45467,66,2663,1,0.232394366,여의나루역 1번출구 앞,서빙고동 주민센터 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=서빙고동 주민센터 앞 대여소&target=bicycle
810,825,167,79,2877,2444,88,433,1,0.357723577,이태원지하보도,서빙고동 주민센터 앞,http://map.daum.net/?sName=이태원지하보도 대여소&eName=서빙고동 주민센터 앞 대여소&target=bicycle
2301,825,148,90,11870,12222,58,-352,1,0.243697479,현대고등학교 건너편,서빙고동 주민센터 앞,http://map.daum.net/?sName=현대고등학교 건너편 대여소&eName=서빙고동 주민센터 앞 대여소&target=bicycle
815,825,246,162,5823,5886,84,-63,1,0.205882353,LIG강촌아파트 103동앞,서빙고동 주민센터 앞,http://map.daum.net/?sName=LIG강촌아파트 103동앞 대여소&eName=서빙고동 주민센터 앞 대여소&target=bicycle
207,248,743,481,48130,45467,262,2663,5,0.214052288,여의나루역 1번출구 앞,초원아파트 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=초원아파트 앞 대여소&target=bicycle
147,248,81,145,9441,11290,-64,-1849,1,0.283185841,마포역 4번출구 뒤,초원아파트 앞,http://map.daum.net/?sName=마포역 4번출구 뒤 대여소&eName=초원아파트 앞 대여소&target=bicycle
202,248,224,142,13050,14170,82,-1120,1,0.224043716,국민일보 앞,초원아파트 앞,http://map.daum.net/?sName=국민일보 앞 대여소&eName=초원아파트 앞 대여소&target=bicycle
210,248,363,238,20427,20741,125,-314,2,0.207986689,IFC몰,초원아파트 앞,http://map.daum.net/?sName=IFC몰 대여소&eName=초원아파트 앞 대여소&target=bicycle
2008,2065,172,47,2341,1823,125,518,2,0.570776256,노량진근린공원 대방공원,서울시여성가족재단,http://map.daum.net/?sName=노량진근린공원 대방공원 대여소&eName=서울시여성가족재단 대여소&target=bicycle
118,148,154,75,7742,7577,79,165,1,0.344978166,광흥창역 2번출구 앞,용강동 주민센터 앞,http://map.daum.net/?sName=광흥창역 2번출구 앞 대여소&eName=용강동 주민센터 앞 대여소&target=bicycle
145,148,145,91,6277,6626,54,-349,1,0.228813559,공덕역 5번출구,용강동 주민센터 앞,http://map.daum.net/?sName=공덕역 5번출구 대여소&eName=용강동 주민센터 앞 대여소&target=bicycle
2025,2040,71,257,11454,12542,-186,-1088,3,0.567073171,흑석역 1번출구,비계 버스정류소,http://map.daum.net/?sName=흑석역 1번출구 대여소&eName=비계 버스정류소 대여소&target=bicycle
2025,2064,60,209,11454,12542,-149,-1088,2,0.553903346,흑석역 1번출구,흑석한강푸르지오 106동앞,http://map.daum.net/?sName=흑석역 1번출구 대여소&eName=흑석한강푸르지오 106동앞 대여소&target=bicycle
2027,2064,71,169,3850,3914,-98,-64,1,0.408333333,중앙대학교 정문,흑석한강푸르지오 106동앞,http://map.daum.net/?sName=중앙대학교 정문 대여소&eName=흑석한강푸르지오 106동앞 대여소&target=bicycle
2025,2026,83,234,11454,12542,-151,-1088,3,0.476340694,흑석역 1번출구,흑석역 4번출구,http://map.daum.net/?sName=흑석역 1번출구 대여소&eName=흑석역 4번출구 대여소&target=bicycle
2025,2027,290,562,11454,12542,-272,-1088,5,0.319248826,흑석역 1번출구,중앙대학교 정문,http://map.daum.net/?sName=흑석역 1번출구 대여소&eName=중앙대학교 정문 대여소&target=bicycle
3509,563,214,60,12147,12530,154,-383,3,0.562043796,세종사이버대학교,성동세무서 건너편,http://map.daum.net/?sName=세종사이버대학교 대여소&eName=성동세무서 건너편 대여소&target=bicycle
508,563,764,242,4672,4093,522,579,10,0.51888668,성수아카데미타워 앞,성동세무서 건너편,http://map.daum.net/?sName=성수아카데미타워 앞 대여소&eName=성동세무서 건너편 대여소&target=bicycle
516,563,164,63,6092,5813,101,279,2,0.444933921,광진메디칼 앞,성동세무서 건너편,http://map.daum.net/?sName=광진메디칼 앞 대여소&eName=성동세무서 건너편 대여소&target=bicycle
500,563,375,194,13978,12760,181,1218,3,0.318101933,어린이대공원역 3번출구 앞,성동세무서 건너편,http://map.daum.net/?sName=어린이대공원역 3번출구 앞 대여소&eName=성동세무서 건너편 대여소&target=bicycle
509,563,314,192,11463,12376,122,-913,2,0.241106719,이마트 버스정류소 옆,성동세무서 건너편,http://map.daum.net/?sName=이마트 버스정류소 옆 대여소&eName=성동세무서 건너편 대여소&target=bicycle
3518,563,250,125,11134,11354,125,-220,2,0.333333333,군자역 7번출구뒤,성동세무서 건너편,http://map.daum.net/?sName=군자역 7번출구뒤 대여소&eName=성동세무서 건너편 대여소&target=bicycle
3509,574,166,290,12147,12530,-124,-383,2,0.271929825,세종사이버대학교,아차산역4번출구,http://map.daum.net/?sName=세종사이버대학교 대여소&eName=아차산역4번출구 대여소&target=bicycle
3500,574,153,242,5750,5761,-89,-11,1,0.225316456,군자역2번출구,아차산역4번출구,http://map.daum.net/?sName=군자역2번출구 대여소&eName=아차산역4번출구 대여소&target=bicycle
3518,574,269,407,11134,11354,-138,-220,2,0.204142012,군자역 7번출구뒤,아차산역4번출구,http://map.daum.net/?sName=군자역 7번출구뒤 대여소&eName=아차산역4번출구 대여소&target=bicycle
573,574,119,230,8532,8399,-111,133,2,0.318051576,구의문주차장 앞,아차산역4번출구,http://map.daum.net/?sName=구의문주차장 앞 대여소&eName=아차산역4번출구 대여소&target=bicycle
3520,574,80,131,7586,7409,-51,177,1,0.241706161,광진경찰서,아차산역4번출구,http://map.daum.net/?sName=광진경찰서 대여소&eName=아차산역4번출구 대여소&target=bicycle
3509,567,155,96,12147,12530,59,-383,1,0.235059761,세종사이버대학교,성수역 2번출구 앞,http://map.daum.net/?sName=세종사이버대학교 대여소&eName=성수역 2번출구 앞 대여소&target=bicycle
502,567,78,195,40455,46318,-117,-5863,2,0.428571429,뚝섬유원지역 1번출구 앞,성수역 2번출구 앞,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=성수역 2번출구 앞 대여소&target=bicycle
516,567,144,79,6092,5813,65,279,1,0.291479821,광진메디칼 앞,성수역 2번출구 앞,http://map.daum.net/?sName=광진메디칼 앞 대여소&eName=성수역 2번출구 앞 대여소&target=bicycle
511,567,84,202,11962,11731,-118,231,2,0.412587413,서울숲역 4번 출구 옆,성수역 2번출구 앞,http://map.daum.net/?sName=서울숲역 4번 출구 옆 대여소&eName=성수역 2번출구 앞 대여소&target=bicycle
509,567,143,232,11463,12376,-89,-913,1,0.237333333,이마트 버스정류소 옆,성수역 2번출구 앞,http://map.daum.net/?sName=이마트 버스정류소 옆 대여소&eName=성수역 2번출구 앞 대여소&target=bicycle
3509,500,232,349,12147,12530,-117,-383,2,0.201376936,세종사이버대학교,어린이대공원역 3번출구 앞,http://map.daum.net/?sName=세종사이버대학교 대여소&eName=어린이대공원역 3번출구 앞 대여소&target=bicycle
3518,500,307,485,11134,11354,-178,-220,3,0.224747475,군자역 7번출구뒤,어린이대공원역 3번출구 앞,http://map.daum.net/?sName=군자역 7번출구뒤 대여소&eName=어린이대공원역 3번출구 앞 대여소&target=bicycle
634,651,201,342,13423,14371,-141,-948,2,0.259668508,외국어대 정문 앞,우리은행청량리지점앞,http://map.daum.net/?sName=외국어대 정문 앞 대여소&eName=우리은행청량리지점앞 대여소&target=bicycle
623,651,287,173,10901,6644,114,4257,2,0.247826087,서울시립대 정문 앞,우리은행청량리지점앞,http://map.daum.net/?sName=서울시립대 정문 앞 대여소&eName=우리은행청량리지점앞 대여소&target=bicycle
911,917,96,334,5465,5400,-238,65,4,0.553488372,은평평화공원(역촌역4번출구),녹번역 4번출구,http://map.daum.net/?sName=은평평화공원(역촌역4번출구) 대여소&eName=녹번역 4번출구 대여소&target=bicycle
913,917,134,404,10860,11389,-270,-529,5,0.501858736,이마트 은평점,녹번역 4번출구,http://map.daum.net/?sName=이마트 은평점 대여소&eName=녹번역 4번출구 대여소&target=bicycle
907,917,148,278,17334,21700,-130,-4366,2,0.305164319,CJ 드림시티,녹번역 4번출구,http://map.daum.net/?sName=CJ 드림시티 대여소&eName=녹번역 4번출구 대여소&target=bicycle
911,943,531,246,5465,5400,285,65,5,0.366795367,은평평화공원(역촌역4번출구),은평구청 보건소,http://map.daum.net/?sName=은평평화공원(역촌역4번출구) 대여소&eName=은평구청 보건소 대여소&target=bicycle
907,943,196,295,17334,21700,-99,-4366,1,0.201629328,CJ 드림시티,은평구청 보건소,http://map.daum.net/?sName=CJ 드림시티 대여소&eName=은평구청 보건소 대여소&target=bicycle
901,943,69,154,4032,4189,-85,-157,1,0.381165919,응암1동사무소,은평구청 보건소,http://map.daum.net/?sName=응암1동사무소 대여소&eName=은평구청 보건소 대여소&target=bicycle
911,939,152,81,5465,5400,71,65,1,0.30472103,은평평화공원(역촌역4번출구),은평구청 교차로,http://map.daum.net/?sName=은평평화공원(역촌역4번출구) 대여소&eName=은평구청 교차로 대여소&target=bicycle
913,939,135,204,10860,11389,-69,-529,1,0.203539823,이마트 은평점,은평구청 교차로,http://map.daum.net/?sName=이마트 은평점 대여소&eName=은평구청 교차로 대여소&target=bicycle
907,939,130,369,17334,21700,-239,-4366,4,0.478957916,CJ 드림시티,은평구청 교차로,http://map.daum.net/?sName=CJ 드림시티 대여소&eName=은평구청 교차로 대여소&target=bicycle
917,939,228,142,4414,3627,86,787,1,0.232432432,녹번역 4번출구,은평구청 교차로,http://map.daum.net/?sName=녹번역 4번출구 대여소&eName=은평구청 교차로 대여소&target=bicycle
2103,2145,177,51,5231,5558,126,-327,2,0.552631579,신림동 우방아파트,은천초등학교 육교,http://map.daum.net/?sName=신림동 우방아파트 대여소&eName=은천초등학교 육교 대여소&target=bicycle
2109,2145,110,189,6258,7811,-79,-1553,1,0.264214047,은천로입구 가로공원,은천초등학교 육교,http://map.daum.net/?sName=은천로입구 가로공원 대여소&eName=은천초등학교 육교 대여소&target=bicycle
2059,2145,100,194,5522,5993,-94,-471,1,0.319727891,보라매공원 정문,은천초등학교 육교,http://map.daum.net/?sName=보라매공원 정문 대여소&eName=은천초등학교 육교 대여소&target=bicycle
2103,2113,94,145,5231,5558,-51,-327,1,0.213389121,신림동 우방아파트,관악동작견인차량보관소,http://map.daum.net/?sName=신림동 우방아파트 대여소&eName=관악동작견인차량보관소 대여소&target=bicycle
2012,2113,200,118,5149,5461,82,-312,1,0.257861635,녹십초요양병원앞,관악동작견인차량보관소,http://map.daum.net/?sName=녹십초요양병원앞 대여소&eName=관악동작견인차량보관소 대여소&target=bicycle
2103,2173,127,192,5231,5558,-65,-327,1,0.203761755,신림동 우방아파트,당곡사거리,http://map.daum.net/?sName=신림동 우방아파트 대여소&eName=당곡사거리 대여소&target=bicycle
2153,2173,138,208,2426,2856,-70,-430,1,0.202312139,서울남부초등학교 옆,당곡사거리,http://map.daum.net/?sName=서울남부초등학교 옆 대여소&eName=당곡사거리 대여소&target=bicycle
507,508,49,170,4250,4538,-121,-288,2,0.552511416,성수아이에스비즈타워 앞,성수아카데미타워 앞,http://map.daum.net/?sName=성수아이에스비즈타워 앞 대여소&eName=성수아카데미타워 앞 대여소&target=bicycle
